Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type
5140,2021-08-19 04:16:32,58743,car
5141,2021-08-05 20:16:45,6379002,truck
5142,2021-08-07 16:09:53,1470038,car
5143,2021-08-07 12:54:04,5256557,car
5144,2021-08-06 15:05:20,9504017,car
5145,2021-08-01 17:30:33,7553879,van
5146,2021-07-31 00:29:23,5063476,truck
5147,2021-08-03 03:59:37,1338077,car
5148,2021-08-16 02:30:53,8965783,van
5149,2021-08-01 13:38:05,7355472,car
5150,2021-08-20 15:26:20,9981798,car
5151,2021-08-20 08:49:13,4743944,car
5152,2021-08-19 04:18:48,4378293,car
5153,2021-08-18 12:20:39,7067587,car
5154,2021-08-02 19:26:20,1461259,truck
5155,2021-08-21 19:46:56,5472384,car
5156,2021-07-31 10:28:40,929087,car
5157,2021-08-10 13:06:38,1733519,car
5158,2021-08-07 12:16:01,194888,truck
5159,2021-08-16 00:14:58,6437963,car
5160,2021-08-19 11:20:57,2354754,car
5161,2021-07-30 03:06:39,6176700,truck
5162,2021-08-14 03:42:08,8866816,car
5163,2021-08-13 00:50:42,2316094,car
5164,2021-08-03 16:56:26,2104755,car
5165,2021-07-29 22:42:32,4109496,car
5166,2021-08-03 10:14:21,6207981,car
5167,2021-08-19 09:26:17,8825210,truck
5168,2021-08-10 19:04:59,8066838,truck
5169,2021-07-31 06:32:48,4318020,car
5170,2021-08-16 18:03:10,2637864,car
5171,2021-08-02 18:30:20,1981467,truck
5172,2021-08-01 10:57:13,2645141,car
5173,2021-07-30 20:49:02,9344277,car
5174,2021-08-19 17:20:39,4746178,van
5175,2021-08-13 04:14:32,9512747,car
5176,2021-08-10 18:39:54,4281587,car
5177,2021-08-01 21:28:02,2324204,car
5178,2021-08-14 07:43:13,6477861,car
5179,2021-08-22 06:45:40,4605565,truck
5180,2021-08-08 06:38:33,5237552,truck
5181,2021-07-30 23:04:34,9008954,car
5182,2021-08-18 00:36:59,4293766,van
5183,2021-08-13 10:29:43,937159,truck
5184,2021-08-07 01:00:28,540538,car
5185,2021-08-14 19:54:34,2556962,truck
5186,2021-08-09 14:24:29,8829621,car
5187,2021-08-21 06:23:17,1346726,car
5188,2021-08-12 23:54:11,8916430,car
5189,2021-08-04 23:40:57,4960176,car
5190,2021-08-08 22:03:28,9968900,car
5191,2021-08-07 12:02:14,1633019,car
5192,2021-08-22 11:30:40,5818590,car
5193,2021-08-01 04:43:14,9706758,car
5194,2021-08-10 17:31:06,146709,car
5195,2021-08-12 21:31:17,3359335,truck
5196,2021-08-05 09:09:36,9189718,car
5197,2021-08-13 11:26:05,6974042,car
5198,2021-08-06 11:47:52,301256,van
5199,2021-08-08 21:20:18,1052573,car
5200,2021-08-13 19:38:43,4959029,van
5201,2021-07-30 09:59:28,5063075,car
5202,2021-08-02 08:57:04,6593531,car
5203,2021-08-20 16:51:42,1147885,van
5204,2021-08-03 08:31:50,2124867,car
5205,2021-07-31 17:14:45,8549220,car
5206,2021-08-21 20:23:17,3247682,car
5207,2021-08-02 22:14:45,6499331,van
5208,2021-08-04 11:43:32,2827443,car
5209,2021-08-21 13:44:26,3266872,car
5210,2021-08-11 03:09:54,1279754,van
5211,2021-08-13 02:01:26,5958545,car
5212,2021-08-08 09:26:58,7964151,car
5213,2021-08-09 15:05:32,8046997,car
5214,2021-08-06 14:26:42,2821451,car
5215,2021-08-02 20:00:29,6055426,car
5216,2021-07-29 18:12:16,1852286,truck
5217,2021-08-08 20:22:03,1778660,truck
5218,2021-08-19 13:21:34,8468539,truck
5219,2021-08-21 09:16:39,2488795,car
5220,2021-08-13 05:27:27,1270847,van
5221,2021-08-01 17:30:39,1303833,car
5222,2021-08-11 00:39:22,424246,car
5223,2021-08-01 14:09:59,3249067,truck
5224,2021-08-19 23:01:18,9723309,car
5225,2021-08-10 08:35:49,8568968,truck
5226,2021-08-02 11:18:11,9420145,car
5227,2021-08-06 20:12:03,624805,car
5228,2021-08-01 19:41:43,7955497,car
5229,2021-08-15 06:29:24,2986822,van
5230,2021-08-05 04:31:01,3156350,car
5231,2021-08-20 11:25:20,4449444,truck
5232,2021-08-14 03:20:26,5162077,truck
5233,2021-07-29 18:37:09,9139068,car
5234,2021-07-29 17:50:10,7931001,car
5235,2021-08-13 13:12:48,3060021,car
5236,2021-08-16 07:06:58,4036497,car
5237,2021-08-18 12:08:09,4312097,truck
5238,2021-08-09 12:21:33,9935356,car
5239,2021-08-10 17:41:27,7747127,car
5240,2021-08-15 05:37:25,6675746,van
5241,2021-08-22 07:25:27,5892251,car
5242,2021-08-18 04:12:24,8318158,car
5243,2021-08-04 22:11:43,7944463,car
5244,2021-08-05 09:38:34,7046941,truck
5245,2021-08-04 06:28:02,8110643,car
5246,2021-08-10 15:15:46,4501645,car
5247,2021-08-14 10:07:23,1237880,car
5248,2021-07-30 04:40:16,3970600,car
5249,2021-08-01 00:47:27,5178273,car
5250,2021-08-22 13:20:54,7940221,truck
5251,2021-08-13 20:36:47,6969663,truck
5252,2021-08-14 18:19:35,4871406,van
5253,2021-08-04 15:39:59,3646964,car
5254,2021-08-05 06:16:30,6336032,truck
5255,2021-07-31 04:08:35,8805092,car
5256,2021-08-17 08:46:35,4335142,car
5257,2021-07-31 07:41:17,3197452,car
5258,2021-08-13 14:39:17,7289454,car
5259,2021-08-02 01:03:42,9492377,car
5260,2021-08-08 08:35:19,1091669,car
5261,2021-08-07 05:08:08,6205495,car
5262,2021-08-05 16:54:54,3811784,car
5263,2021-08-04 16:58:34,3790647,car
5264,2021-08-10 19:45:55,8224961,truck
5265,2021-08-03 00:19:47,8295250,car
5266,2021-08-19 22:25:28,5069961,car
5267,2021-08-12 15:35:52,9193995,truck
5268,2021-08-13 19:15:20,8458593,car
5269,2021-07-30 06:56:03,4820830,truck
5270,2021-07-30 17:28:48,8907404,car
5271,2021-08-16 14:13:04,9699900,van
5272,2021-08-15 21:45:27,5382149,car
5273,2021-08-02 11:22:10,5555474,car
5274,2021-08-07 22:54:05,5260250,van
5275,2021-08-11 22:44:33,134116,car
5276,2021-08-08 22:08:05,6381831,car
5277,2021-08-08 14:02:28,5314863,truck
5278,2021-08-10 21:30:40,1337867,car
5279,2021-08-05 02:14:56,4455367,car
5280,2021-08-19 16:44:58,2274715,car
5281,2021-08-02 23:15:17,392152,car
5282,2021-07-30 15:50:37,1707828,car
5283,2021-08-03 05:28:21,3547842,car
5284,2021-08-18 00:33:25,4839267,van
5285,2021-08-09 22:57:00,7313231,car
5286,2021-08-04 21:28:26,9180727,car
5287,2021-08-10 04:17:57,9186689,car
5288,2021-08-20 15:52:00,5700151,car
5289,2021-08-11 04:22:19,8593632,van
5290,2021-08-21 04:01:51,8895138,car
5291,2021-08-06 08:33:25,2031598,car
5292,2021-08-20 21:04:54,4523860,car
5293,2021-08-11 21:00:20,764501,car
5294,2021-08-05 11:24:17,3763202,van
5295,2021-08-17 19:41:04,7347087,car
5296,2021-08-14 16:06:07,7512115,car
5297,2021-08-19 03:48:12,8799707,car
5298,2021-08-04 09:48:13,703619,van
5299,2021-08-18 20:46:33,7877080,car
5300,2021-08-17 06:44:31,8323022,car
5301,2021-08-15 05:15:49,3270542,car
5302,2021-08-10 05:45:22,977603,van
5303,2021-08-19 12:03:23,3518064,car
5304,2021-08-09 09:32:02,1767926,car
5305,2021-08-17 18:09:36,9258951,car
5306,2021-08-18 18:17:51,1358745,car
5307,2021-08-14 20:32:06,5920039,car
5308,2021-08-07 04:59:08,3858005,car
5309,2021-08-06 04:30:00,5155124,car
5310,2021-08-02 21:25:20,2906667,car
5311,2021-08-21 00:20:43,2197892,car
5312,2021-08-16 06:22:34,6105245,car
5313,2021-07-29 20:16:54,8201342,car
5314,2021-08-21 12:31:54,3994166,car
5315,2021-08-17 16:58:14,6961908,car
5316,2021-08-17 01:29:30,5083000,truck
5317,2021-08-02 14:22:34,1287613,truck
5318,2021-08-04 21:42:58,8724744,truck
5319,2021-08-13 22:30:55,536140,truck
5320,2021-08-11 19:22:21,3568830,car
5321,2021-08-21 16:27:36,2343254,car
5322,2021-08-06 22:43:06,9689051,car
5323,2021-08-02 04:41:34,8146085,car
5324,2021-08-05 13:03:13,5444400,car
5325,2021-08-10 10:53:47,5221097,truck
5326,2021-08-11 13:10:33,4920784,car
5327,2021-08-08 21:22:41,8938039,car
5328,2021-08-05 06:24:29,4633228,car
5329,2021-08-12 21:35:56,5173034,truck
5330,2021-07-31 00:24:28,6470540,car
5331,2021-08-11 00:12:58,1448972,van
5332,2021-08-11 11:48:09,3774811,truck
5333,2021-08-09 20:39:58,1570000,truck
5334,2021-08-03 13:28:34,7324264,car
5335,2021-08-19 17:01:21,569060,truck
5336,2021-08-10 19:30:17,8211477,car
5337,2021-08-03 07:17:08,8516497,car
5338,2021-08-14 06:01:04,2704108,truck
5339,2021-08-01 10:13:20,6951824,car
5340,2021-08-15 05:41:38,3573269,car
5341,2021-08-16 23:25:32,3291791,car
5342,2021-08-13 10:27:01,6845343,truck
5343,2021-08-17 09:23:55,8177852,car
5344,2021-08-03 21:38:41,5318422,truck
5345,2021-08-03 07:08:38,2928113,car
5346,2021-08-17 21:14:39,82256,car
5347,2021-08-01 13:34:39,7285141,car
5348,2021-08-05 08:19:59,9988364,car
5349,2021-08-18 17:20:03,4855435,van
5350,2021-08-19 15:38:03,5995963,car
5351,2021-08-13 03:51:24,2129205,car
5352,2021-07-30 18:33:03,997529,car
5353,2021-08-07 05:43:53,108387,van
5354,2021-08-10 15:26:59,7021072,car
5355,2021-08-10 10:48:37,2550288,car
5356,2021-08-17 19:56:59,7340345,car
5357,2021-08-09 02:32:35,1374895,van
5358,2021-08-08 08:17:58,2715580,van
5359,2021-08-01 20:51:28,6056522,car
5360,2021-08-01 15:01:07,6954728,car
5361,2021-07-30 03:28:26,6784265,van
5362,2021-08-07 07:15:33,4518878,car
5363,2021-08-02 02:07:07,7984951,car
5364,2021-08-21 08:35:14,5972746,van
5365,2021-08-11 07:28:21,4697289,car
5366,2021-08-19 23:15:12,5951386,car
5367,2021-08-12 03:57:53,2001101,car
5368,2021-07-31 02:49:27,6347367,car
5369,2021-08-22 13:30:06,7777270,car
5370,2021-08-08 00:03:54,7722064,car
5371,2021-08-01 18:29:25,482747,truck
5372,2021-08-18 03:29:31,6746302,car
5373,2021-08-12 21:39:54,50872,car
5374,2021-08-21 02:38:34,1419013,truck
5375,2021-08-12 14:47:30,9912911,car
5376,2021-08-01 13:52:03,9823816,car
5377,2021-08-20 14:20:19,6995512,car
5378,2021-08-21 12:39:45,3857104,car
5379,2021-08-11 23:22:13,5857374,van
5380,2021-08-07 13:38:21,9947026,truck
5381,2021-08-22 05:55:23,4151756,truck
5382,2021-08-15 02:24:43,2461559,truck
5383,2021-08-12 06:30:58,6362631,van
5384,2021-08-08 21:50:30,112930,car
5385,2021-08-09 02:41:19,7610174,car
5386,2021-08-10 19:06:25,8915157,car
5387,2021-08-12 03:51:07,103876,car
5388,2021-08-11 22:52:08,7641676,truck
5389,2021-08-21 06:47:15,9574193,van
5390,2021-08-01 10:16:31,4625092,car
5391,2021-08-20 04:20:47,6629260,car
5392,2021-08-11 14:42:36,2237347,truck
5393,2021-07-31 20:48:41,1862322,truck
5394,2021-08-18 11:16:15,9968624,car
5395,2021-08-16 12:17:30,9538946,van
5396,2021-08-21 23:22:32,7288239,car
5397,2021-08-22 18:02:28,2041550,car
5398,2021-08-19 13:51:27,581557,truck
5399,2021-08-07 12:51:08,9501632,truck
5400,2021-08-04 07:44:20,5432057,car
5401,2021-08-18 06:27:21,3546562,truck
5402,2021-08-16 13:30:38,2147157,car
5403,2021-07-29 22:10:31,8355099,truck
5404,2021-08-04 09:28:13,2707940,car
5405,2021-08-17 14:46:17,4743133,truck
5406,2021-08-03 11:47:10,3137393,car
5407,2021-08-11 14:21:31,5545497,truck
5408,2021-08-05 05:37:21,6927601,van
5409,2021-08-15 06:06:20,3996259,van
5410,2021-08-05 01:53:27,2396233,car
5411,2021-08-14 12:01:13,2716365,car
5412,2021-08-12 21:41:28,92132,car
5413,2021-08-09 12:29:31,8648554,truck
5414,2021-08-03 09:34:28,2482590,van
5415,2021-07-31 02:55:59,1938092,car
5416,2021-08-02 19:25:22,6030952,car
5417,2021-08-13 14:22:40,6034700,truck
5418,2021-08-18 17:29:43,9034648,car
5419,2021-08-06 00:02:08,6124034,car
5420,2021-08-07 08:31:43,2830217,car
5421,2021-08-14 05:36:35,4844188,truck
5422,2021-08-06 21:35:08,3949258,van
5423,2021-08-13 10:26:08,1436888,car
5424,2021-08-17 13:56:18,3443044,truck
5425,2021-07-31 03:07:51,1329351,truck
5426,2021-07-30 09:20:11,1378797,car
5427,2021-08-17 01:32:22,2430585,car
5428,2021-08-12 12:24:35,5694484,car
5429,2021-08-03 14:49:00,314361,car
5430,2021-08-20 22:51:52,9852761,car
5431,2021-08-13 17:03:50,1341996,car
5432,2021-08-12 10:06:10,8029750,truck
5433,2021-08-15 01:59:26,3069557,truck
5434,2021-08-09 22:36:20,8134289,car
5435,2021-08-08 15:07:41,564173,car
5436,2021-07-31 21:00:44,2880414,car
5437,2021-08-11 22:00:18,7747516,car
5438,2021-08-16 19:12:12,2316914,car
5439,2021-08-22 13:42:21,4799490,car
5440,2021-08-04 03:48:41,3137041,van
5441,2021-08-01 06:02:35,6340965,car
5442,2021-07-30 14:24:41,8577160,truck
5443,2021-07-29 16:54:52,8725412,car
5444,2021-08-05 01:35:29,2404535,van
5445,2021-08-14 05:01:47,4786021,van
5446,2021-08-01 05:50:31,7148781,van
5447,2021-08-15 12:14:37,5909986,car
5448,2021-08-02 12:47:37,754813,truck
5449,2021-07-29 15:08:48,1218454,car
5450,2021-07-30 01:57:24,1459177,van
5451,2021-07-29 23:25:13,3311920,car
5452,2021-08-21 07:10:17,2108901,car
5453,2021-08-01 06:07:49,6927332,van
5454,2021-08-02 00:21:00,8728026,van
5455,2021-08-08 00:37:13,5731034,car
5456,2021-08-06 17:50:10,9444706,car
5457,2021-08-08 04:44:35,4433393,van
5458,2021-08-17 20:21:10,1488490,truck
5459,2021-08-08 01:33:12,6931818,car
5460,2021-08-05 17:27:19,2613646,car
5461,2021-08-06 14:22:21,4569893,van
5462,2021-07-31 19:02:10,2798614,truck
5463,2021-08-05 07:26:09,4266679,car
5464,2021-08-02 01:22:13,9464981,car
5465,2021-07-30 23:15:58,3548648,car
5466,2021-08-06 06:49:14,883884,truck
5467,2021-08-18 06:12:59,5930271,car
5468,2021-08-08 18:52:01,9189382,car
5469,2021-08-22 04:44:32,8479319,truck
5470,2021-08-07 02:11:08,6290477,car
5471,2021-08-03 20:24:45,7794110,truck
5472,2021-08-09 14:34:37,2564064,van
5473,2021-08-19 01:32:21,2754498,car
5474,2021-08-04 19:18:54,1463193,car
5475,2021-08-12 17:24:22,800701,car
5476,2021-08-14 04:35:56,3901372,car
5477,2021-07-31 07:30:56,9145876,truck
5478,2021-08-06 15:53:25,2842464,car
5479,2021-08-22 17:37:43,6029248,truck
5480,2021-08-22 14:57:24,367717,car
5481,2021-08-18 03:56:58,9286413,car
5482,2021-08-10 08:38:49,1530901,truck
5483,2021-08-12 04:50:40,4057068,car
5484,2021-08-18 05:14:00,8813130,van
5485,2021-07-30 06:36:42,9397110,car
5486,2021-08-15 14:27:35,7578064,car
5487,2021-08-17 21:57:24,6090539,car
5488,2021-07-30 04:12:24,6682066,car
5489,2021-08-09 22:25:22,5155420,car
5490,2021-08-10 22:11:57,9223395,truck
5491,2021-08-15 02:53:37,3554289,car
5492,2021-08-10 17:24:47,8349916,car
5493,2021-08-08 22:20:21,1716819,car
5494,2021-08-20 12:43:15,4556900,truck
5495,2021-08-04 13:02:27,9179669,car
5496,2021-08-11 16:53:50,8544393,van
5497,2021-08-03 19:50:44,9292581,truck
5498,2021-08-21 17:44:45,6777833,car
5499,2021-08-01 12:34:54,8044469,truck
5500,2021-08-20 22:04:08,2867600,car
5501,2021-08-06 20:48:58,7573227,car
5502,2021-08-11 12:20:17,1432731,car
5503,2021-08-10 08:58:50,5114304,truck
5504,2021-08-20 06:49:34,1306322,car
5505,2021-08-01 10:48:38,1619643,car
5506,2021-08-02 23:53:15,2469644,van
5507,2021-08-16 17:52:44,8324430,car
5508,2021-08-10 14:38:23,3400959,car
5509,2021-08-02 11:57:03,7677733,car
5510,2021-08-15 05:23:21,5709788,car
5511,2021-08-16 10:29:42,9797598,truck
5512,2021-08-08 03:48:06,1274218,car
5513,2021-08-01 00:34:12,9201033,truck
5514,2021-08-12 03:50:40,320290,car
5515,2021-08-18 12:44:43,5795036,car
5516,2021-08-05 09:10:20,7228866,car
5517,2021-08-16 08:20:50,7167614,car
5518,2021-08-05 21:14:07,5787670,truck
5519,2021-08-07 21:42:11,6412580,van
5520,2021-08-19 12:21:45,4966079,car
5521,2021-08-20 00:51:54,6908393,van
5522,2021-08-19 00:27:52,1250880,truck
5523,2021-08-12 14:19:16,4232878,car
5524,2021-07-31 00:12:56,7368404,truck
5525,2021-08-22 10:22:05,5736734,truck
5526,2021-08-01 22:41:32,842892,truck
5527,2021-07-31 03:38:49,1386373,car
5528,2021-07-30 06:28:02,5880025,car
5529,2021-07-31 09:29:35,1484820,car
5530,2021-08-22 08:32:28,6608521,truck
5531,2021-08-21 19:26:07,6657965,truck
5532,2021-08-17 04:13:04,4251686,truck
5533,2021-08-07 11:59:51,8108462,car
5534,2021-08-19 13:52:08,8723255,truck
5535,2021-08-05 20:02:04,8248602,truck
5536,2021-08-13 07:36:44,2141447,car
5537,2021-07-30 18:10:47,2071850,truck
5538,2021-08-01 05:45:54,2278440,car
5539,2021-07-30 14:00:00,949549,car
5540,2021-07-30 02:49:25,7571091,truck
5541,2021-08-18 16:12:12,1633920,car
5542,2021-08-18 06:53:43,1590284,car
5543,2021-08-02 07:29:26,1703902,car
5544,2021-08-13 17:03:06,451888,car
5545,2021-08-15 16:34:52,7831206,car
5546,2021-08-19 17:29:18,5604288,car
5547,2021-08-06 21:22:18,4054602,car
5548,2021-08-09 02:21:49,9004921,car
5549,2021-08-21 10:28:07,6332268,car
5550,2021-08-03 00:39:22,4128072,car
5551,2021-08-14 14:07:47,6528401,car
5552,2021-07-30 22:48:02,6094289,car
5553,2021-08-16 05:14:01,1910954,van
5554,2021-08-13 09:32:58,1639822,car
5555,2021-08-12 10:31:41,9656000,van
5556,2021-07-30 12:05:20,4718936,truck
5557,2021-08-08 23:37:10,2768756,van
5558,2021-08-09 13:57:42,633914,car
5559,2021-08-09 06:08:28,263355,car
5560,2021-08-14 11:53:02,3878361,truck
5561,2021-08-18 14:02:01,1642821,van
5562,2021-07-30 18:44:21,9522867,van
5563,2021-08-19 22:20:30,3942100,car
5564,2021-07-30 07:22:23,3321429,van
5565,2021-08-06 01:00:06,9730729,car
5566,2021-08-20 08:32:57,3016039,truck
5567,2021-07-31 20:21:06,2399923,car
5568,2021-08-15 05:31:08,7103231,car
5569,2021-08-04 08:56:13,4703384,truck
5570,2021-08-04 08:04:28,6133381,truck
5571,2021-08-17 15:57:01,3596638,car
5572,2021-08-22 08:49:05,5337171,car
5573,2021-08-09 11:19:51,1869988,truck
5574,2021-08-06 01:01:27,6489903,car
5575,2021-08-10 21:44:45,4788888,car
5576,2021-07-30 13:07:20,9408641,car
5577,2021-08-11 01:36:56,5131226,truck
5578,2021-08-11 07:23:02,5534897,car
5579,2021-08-09 01:29:20,6436184,van
5580,2021-07-31 13:37:48,1327765,car
5581,2021-08-17 15:08:08,9107276,car
5582,2021-08-17 02:47:52,4627911,car
5583,2021-08-12 00:35:53,917338,car
5584,2021-08-22 04:54:22,3444465,car
5585,2021-07-30 05:17:07,9625641,truck
5586,2021-08-21 01:09:56,4362548,car
5587,2021-08-04 00:43:51,946624,truck
5588,2021-07-30 00:54:11,6543426,truck
5589,2021-08-22 02:17:27,7934685,car
5590,2021-08-07 07:17:39,4945976,car
5591,2021-08-20 16:28:17,2595149,car
5592,2021-08-20 03:35:53,4631208,truck
5593,2021-08-14 07:01:53,2570195,car
5594,2021-08-08 18:14:55,6872864,car
5595,2021-07-30 23:59:23,2555833,car
5596,2021-08-15 08:36:05,8475775,car
5597,2021-07-30 08:09:47,5661897,car
5598,2021-08-20 12:20:36,2212861,van
5599,2021-08-18 14:26:24,3003301,van
5600,2021-08-04 02:38:27,4287993,car
5601,2021-08-01 19:29:38,1759634,car
5602,2021-08-19 19:26:10,5773875,car
5603,2021-08-14 20:16:06,5003281,car
5604,2021-08-07 13:43:13,5162340,van
5605,2021-08-02 03:05:08,7411439,truck
5606,2021-07-30 13:20:26,9754368,car
5607,2021-08-06 12:13:51,888309,van
5608,2021-08-15 09:46:28,6826474,van
5609,2021-08-09 13:09:07,6176961,car
5610,2021-07-31 02:51:06,7456772,car
5611,2021-08-13 08:36:48,3616870,van
5612,2021-08-02 15:09:51,1911695,van
5613,2021-08-10 16:23:38,4880556,truck
5614,2021-08-09 07:12:03,4042194,car
5615,2021-08-19 14:52:18,2449632,car
5616,2021-08-14 11:55:49,8832616,car
5617,2021-08-12 15:57:46,5211066,truck
5618,2021-08-06 23:29:25,1652497,truck
5619,2021-08-14 12:53:19,7444017,car
5620,2021-08-09 02:24:17,2757121,car
5621,2021-08-19 11:28:28,666222,truck
5622,2021-08-20 03:30:11,7647644,truck
5623,2021-08-19 18:50:05,6558267,car
5624,2021-08-01 06:43:33,5339029,truck
5625,2021-08-21 14:14:35,3207156,car
5626,2021-08-01 14:51:15,8589603,van
5627,2021-08-09 03:02:25,2659194,car
5628,2021-08-07 12:38:09,9910344,car
5629,2021-08-09 12:59:28,2308648,car
5630,2021-07-30 06:51:16,875759,car
5631,2021-08-20 05:31:25,6283770,truck
5632,2021-08-02 20:28:33,7256108,car
5633,2021-08-13 18:31:18,7358441,car
5634,2021-08-06 00:53:16,7431007,car
5635,2021-07-29 12:28:36,7174566,van
5636,2021-08-15 02:38:37,9452861,car
5637,2021-08-11 13:06:49,8330150,car
5638,2021-08-16 19:04:14,9084361,truck
5639,2021-08-18 03:38:00,2968816,truck
5640,2021-08-20 19:38:16,436365,truck
5641,2021-08-03 22:26:49,1167275,car
5642,2021-08-05 11:38:55,7907735,truck
5643,2021-08-19 00:21:58,7202841,car
5644,2021-08-19 07:43:08,5876575,car
5645,2021-08-20 08:04:50,1285237,car
5646,2021-08-14 10:14:54,4168856,car
5647,2021-07-31 22:50:27,2367749,car
5648,2021-08-07 13:21:33,5116803,car
5649,2021-08-20 21:02:51,6036463,van
5650,2021-08-16 15:48:16,2872131,truck
5651,2021-08-16 08:18:22,5466852,car
5652,2021-08-05 15:23:25,4020498,car
5653,2021-08-10 01:44:19,6990601,car
5654,2021-08-11 19:13:30,5975342,car
5655,2021-08-21 16:03:35,4926564,car
5656,2021-08-15 02:51:21,9772170,car
5657,2021-08-12 20:29:27,5396493,van
5658,2021-08-01 16:25:02,6919347,car
5659,2021-08-10 15:04:40,5768565,car
5660,2021-08-02 05:19:05,168444,car
5661,2021-08-19 08:31:56,7914242,car
5662,2021-08-20 12:09:30,5460939,van
5663,2021-08-22 15:16:19,2687182,car
5664,2021-08-01 06:57:05,4313438,car
5665,2021-08-07 20:43:39,2088008,car
5666,2021-08-17 09:43:56,9163696,car
5667,2021-08-14 07:41:36,7620891,truck
5668,2021-08-06 08:02:58,5103231,van
5669,2021-08-20 08:51:17,2667558,car
5670,2021-08-19 14:21:24,4507389,car
5671,2021-08-14 20:16:56,9570193,car
5672,2021-08-22 06:56:29,4287454,car
5673,2021-08-10 21:39:10,6745669,car
5674,2021-07-30 13:17:05,2834998,van
5675,2021-07-29 15:54:39,6297152,car
5676,2021-08-20 03:06:12,7280660,car
5677,2021-08-05 21:55:31,1960275,car
5678,2021-08-16 10:11:58,5559931,van
5679,2021-08-07 05:06:56,1454898,truck
5680,2021-08-04 16:22:48,7689267,van
5681,2021-08-15 23:14:22,6118277,van
5682,2021-08-06 22:13:22,6138445,car
5683,2021-07-31 18:22:40,41393,truck
5684,2021-08-18 02:37:04,7414155,van
5685,2021-08-08 02:59:10,1451534,car
5686,2021-08-20 14:19:53,9342020,car
5687,2021-07-31 22:19:37,2816284,car
5688,2021-08-13 14:50:57,4472339,car
5689,2021-07-31 08:08:10,3138121,car
5690,2021-08-14 20:28:54,6144482,car
5691,2021-08-16 16:19:45,8378835,truck
5692,2021-08-09 18:13:28,3355463,car
5693,2021-07-30 06:29:07,3731290,car
5694,2021-08-12 14:10:53,3286144,truck
5695,2021-08-01 21:39:07,9983528,truck
5696,2021-08-11 07:58:11,200962,van
5697,2021-07-30 23:20:18,4061243,car
5698,2021-07-30 23:28:25,7524570,truck
5699,2021-08-18 21:50:26,3085768,car
5700,2021-08-09 22:51:17,2489642,truck
5701,2021-07-31 10:13:48,2201229,car
5702,2021-08-12 13:57:30,6491678,car
5703,2021-08-22 18:31:48,9380211,car
5704,2021-08-10 16:05:11,2605315,car
5705,2021-08-07 13:24:27,1559561,car
5706,2021-08-05 18:08:42,1056457,car
5707,2021-08-07 01:29:41,3132407,car
5708,2021-08-19 06:43:08,8304522,car
5709,2021-08-04 23:23:18,7493771,truck
5710,2021-08-21 18:48:44,8568383,truck
5711,2021-08-13 02:01:13,2132099,truck
5712,2021-08-05 12:48:14,9910448,car
5713,2021-08-15 03:44:09,6604315,car
5714,2021-08-07 03:23:32,8274515,car
5715,2021-08-22 12:44:37,6881242,car
5716,2021-08-04 11:57:36,6793335,truck
5717,2021-08-14 03:38:12,4746746,car
5718,2021-08-18 11:47:26,1389505,truck
5719,2021-08-06 20:10:40,9778062,car
5720,2021-08-08 06:30:42,3794611,van
5721,2021-07-31 02:23:48,9138525,car
5722,2021-08-01 21:13:43,6088359,car
5723,2021-08-07 06:14:17,6575817,car
5724,2021-08-20 12:46:11,1401509,car
5725,2021-08-15 18:33:08,2707952,car
5726,2021-08-08 22:39:41,287249,car
5727,2021-07-30 00:37:47,4440060,car
5728,2021-08-19 11:25:05,9676943,car
5729,2021-08-14 13:13:21,6337685,car
5730,2021-08-01 15:05:40,678267,truck
5731,2021-08-05 02:05:54,2264319,truck
5732,2021-08-18 05:20:24,5371818,car
5733,2021-07-31 03:41:55,5463755,truck
5734,2021-08-14 16:43:11,9431339,truck
5735,2021-08-17 11:50:08,2255440,van
5736,2021-08-08 06:28:55,2633165,car
5737,2021-08-08 07:14:19,2139623,van
5738,2021-08-05 18:17:26,4094470,car
5739,2021-08-09 00:56:56,6981296,van
5740,2021-08-21 01:39:54,2249517,truck
5741,2021-08-11 00:19:35,9653901,truck
5742,2021-08-02 02:22:21,4130964,truck
5743,2021-08-11 22:05:01,2536228,car
5744,2021-08-07 02:43:53,3836730,truck
5745,2021-08-17 18:24:22,6275128,car
5746,2021-08-09 21:59:24,3035742,van
5747,2021-08-14 08:19:30,4399571,car
5748,2021-08-12 05:13:59,5450376,van
5749,2021-08-11 22:54:00,6230811,car
5750,2021-08-02 17:28:27,7518976,car
5751,2021-08-04 16:34:41,7890197,car
5752,2021-08-16 09:38:27,3282674,truck
5753,2021-08-04 19:41:49,638539,car
5754,2021-08-07 13:07:27,6659348,truck
5755,2021-08-06 08:39:56,9617913,car
5756,2021-08-01 10:20:51,4548944,car
5757,2021-08-06 15:55:45,6277654,car
5758,2021-08-15 21:36:52,6809416,car
5759,2021-08-10 00:32:20,8038891,car
5760,2021-08-02 05:13:43,4368029,car
5761,2021-08-09 02:02:41,2570619,car
5762,2021-08-09 15:44:16,8095485,car
5763,2021-08-16 22:47:11,8803360,truck
5764,2021-08-13 00:30:00,462422,van
5765,2021-07-31 02:49:31,6541243,car
5766,2021-08-04 11:10:28,9622998,car
5767,2021-08-01 18:48:12,3290308,car
5768,2021-08-19 05:44:09,7589629,truck
5769,2021-08-03 19:29:32,7892086,car
