Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type,Number_of_Axles,Tollplaza_ID,Tollplaza_Code,Type_of_Payment_Code,Vehicle_Code
4056,2021-08-19 14:14:02,2654922,CAR,2,4379,PC87C8BC4,BC4,PTC V
4057,2021-08-02 16:35:09,3320130,CAR,2,4690,PC45CC19A,19A,PTP V
4058,2021-08-02 19:27:59,3501060,CAR,2,4122,PC8ED616E,16E,PTE V
4059,2021-08-04 10:05:25,4717663,TRUCK,4,4377,PC4AC8EAD,EAD,PTE V
4060,2021-08-13 04:10:25,6701314,CAR,2,4830,PC12EEFE0,FE0,PTP V
4061,2021-08-20 23:46:38,499499,VAN,2,4740,PC04EDDB4,DB4,PTC V
4062,2021-08-12 10:45:55,2209051,CAR,2,4341,PC1E10EC3,EC3,PTE V
4063,2021-08-13 01:19:02,3484776,CAR,2,4729,PC5170BF4,BF4,PTP V
4064,2021-07-30 15:48:41,3349464,VAN,2,4866,PC3137434,434,PTC V
4065,2021-08-20 22:54:45,3111590,TRUCK,4,4266,PC39B17A9,7A9,PTC V
4066,2021-08-13 09:07:18,3186351,TRUCK,4,4964,PC52C0F45,F45,PTC V
4067,2021-08-07 18:31:26,2186633,CAR,2,4248,PC45EBEBC,EBC,PTE V
4068,2021-08-17 16:46:07,4340716,CAR,2,4670,PC2BE6D87,D87,PTE V
4069,2021-08-06 23:52:04,575838,CAR,2,4299,PCAD3B9BC,9BC,PTC V
4070,2021-08-05 17:07:42,1195457,TRUCK,4,4580,PC48664B7,4B7,PTC V
4071,2021-08-12 05:48:36,5933861,CAR,2,4170,PC8CA1B15,B15,PTP V
4072,2021-08-10 02:38:57,5970626,TRUCK,4,4269,PCC7106FF,6FF,PTP V
4073,2021-08-09 00:47:59,7952340,CAR,2,4627,PCA965149,149,PTC V
4074,2021-08-10 01:36:25,9380227,VAN,2,4771,PC71FE98A,98A,PTE V
4075,2021-08-11 06:50:51,2664314,CAR,2,4973,PC9C7C18E,18E,PTE V
4076,2021-08-06 16:38:14,906221,CAR,2,4429,PC65E7991,991,PTC V
4077,2021-08-10 20:50:03,4417611,TRUCK,4,4433,PC1DEB043,043,PTC V
4078,2021-08-03 08:11:52,1967211,CAR,2,4218,PC8DF4919,919,PTC V
4079,2021-08-15 16:47:05,5717679,CAR,2,4180,PC250A90D,90D,PTC V
4080,2021-08-21 11:55:48,7108092,CAR,2,4079,PCF1366ED,6ED,PTC V
4081,2021-08-19 12:31:00,262979,CAR,2,4949,PC86E9EB7,EB7,PTE V
4082,2021-08-08 11:20:16,4860815,TRUCK,4,4402,PC85224D1,4D1,PTC V
4083,2021-08-19 09:05:22,751684,TRUCK,4,4905,PCE1EA438,438,PTE V
4084,2021-08-16 19:50:31,7709222,CAR,2,4618,PC8F4AF85,F85,PTE V
4085,2021-08-18 22:09:00,6198956,CAR,2,4364,PCB33ACE8,CE8,PTE V
4086,2021-08-12 04:56:45,9027948,CAR,2,4086,PC23E470D,70D,PTE V
4087,2021-08-20 12:57:30,6469321,TRUCK,4,4930,PC22F748B,48B,PTC V
4088,2021-08-21 01:43:40,7856199,CAR,2,4333,PCCCAD2AC,2AC,PTP V
4089,2021-08-17 07:33:46,7243512,CAR,2,4542,PC3E57E3D,E3D,PTC V
4090,2021-07-30 01:44:24,1732867,CAR,2,4018,PCCB2657A,57A,PTP V
4091,2021-08-15 06:23:21,7188147,CAR,2,4651,PC12D9486,486,PTE V
4092,2021-08-06 04:00:28,1649232,TRUCK,4,4323,PC1D9ADA9,DA9,PTP V
4093,2021-08-02 14:41:57,7901694,VAN,2,4943,PC0A5DC1F,C1F,PTP V
4094,2021-08-02 18:34:45,5747454,CAR,2,4483,PC7F7FFF0,FF0,PTE V
4095,2021-08-04 05:16:25,5899526,TRUCK,4,4118,PCC1A733C,33C,PTC V
4096,2021-08-09 23:19:18,3964656,CAR,2,4658,PC1A58039,039,PTC V
4097,2021-08-22 08:29:17,6924880,CAR,2,4431,PC3A23C14,C14,PTC V
4098,2021-08-18 17:38:26,3998686,TRUCK,4,4521,PCD2C9ECF,ECF,PTP V
4099,2021-08-12 07:51:04,7112453,VAN,2,4763,PCC62D342,342,PTP V
4100,2021-08-01 17:23:18,796132,TRUCK,4,4394,PCD3A817A,17A,PTP V
4101,2021-08-19 02:39:22,1228608,CAR,2,4849,PCF764517,517,PTC V
4102,2021-08-17 07:04:53,1147044,TRUCK,4,4068,PC55432DA,2DA,PTE V
4103,2021-08-12 22:55:04,5645121,CAR,2,4048,PC1FE6483,483,PTP V
4104,2021-08-08 03:11:34,221362,TRUCK,4,4247,PCEE69498,498,PTE V
4105,2021-08-08 18:42:34,8416124,CAR,2,4381,PC9DD9DCD,DCD,PTP V
4106,2021-08-13 04:53:34,8697825,CAR,2,4271,PC28E44E2,4E2,PTP V
4107,2021-08-17 13:53:08,4768789,CAR,2,4148,PCDFBBEBB,EBB,PTC V
4108,2021-08-22 03:12:05,9006310,CAR,2,4168,PCBC064F8,4F8,PTC V
4109,2021-08-13 19:54:40,7791960,TRUCK,4,4881,PCDE20E6F,E6F,PTC V
4110,2021-08-05 12:23:47,3140516,CAR,2,4590,PC912F5CB,5CB,PTP V
4111,2021-08-19 03:49:36,5531223,TRUCK,4,4364,PCB33ACE8,CE8,PTP V
4112,2021-08-17 14:31:08,7065498,CAR,2,4049,PC4779D38,D38,PTC V
4113,2021-08-06 04:57:38,6863272,CAR,2,4730,PC7DC0964,964,PTP V
4114,2021-08-01 08:43:03,6736980,CAR,2,4678,PCD175301,301,PTP V
4115,2021-08-01 01:00:35,7746406,CAR,2,4927,PC2D22627,627,PTC V
4116,2021-08-08 19:58:22,8933058,CAR,2,4143,PC5F47DCF,DCF,PTE V
4117,2021-08-05 21:14:25,9239975,VAN,2,4315,PC6E0962A,62A,PTE V
4118,2021-07-30 13:47:02,5178788,TRUCK,4,4240,PC72FE04B,04B,PTC V
4119,2021-08-07 02:10:26,439841,CAR,2,4978,PCF0B5E85,E85,PTP V
4120,2021-08-14 07:37:59,5838155,CAR,2,4159,PC5631507,507,PTE V
4121,2021-08-09 22:57:51,3155856,TRUCK,4,4323,PC1D9ADA9,DA9,PTE V
4122,2021-08-17 13:30:31,8027632,TRUCK,4,4727,PC52E71B8,1B8,PTC V
4123,2021-08-20 07:59:39,5494386,CAR,2,4138,PC79E328A,28A,PTE V
4124,2021-08-18 01:26:09,827569,VAN,2,4736,PC6A65941,941,PTP V
4125,2021-08-07 06:02:37,2201541,CAR,2,4062,PCDA37101,101,PTP V
4126,2021-08-15 00:44:09,9236356,CAR,2,4346,PCA35B156,156,PTC V
4127,2021-08-10 05:20:22,3223583,CAR,2,4975,PC818101A,01A,PTP V
4128,2021-08-16 06:31:59,5613442,TRUCK,4,4244,PC9F3C86B,86B,PTE V
4129,2021-08-02 16:21:06,5977159,CAR,2,4504,PC461DCD3,CD3,PTP V
4130,2021-08-14 16:39:28,7487382,VAN,2,4832,PC34ECAB5,AB5,PTP V
4131,2021-08-04 22:19:53,9978864,CAR,2,4009,PCF984421,421,PTC V
4132,2021-08-20 03:47:21,2296676,CAR,2,4637,PCE9C770E,70E,PTE V
4133,2021-08-02 16:07:15,1612978,TRUCK,4,4927,PC2D22627,627,PTC V
4134,2021-08-07 11:06:31,8017168,CAR,2,4063,PC7667A3E,A3E,PTP V
4135,2021-08-13 01:50:44,6791885,CAR,2,4360,PC084F676,676,PTP V
4136,2021-08-03 18:38:29,1539630,VAN,2,4892,PC7AA5B2F,B2F,PTC V
4137,2021-08-08 04:31:10,3761338,TRUCK,4,4504,PC461DCD3,CD3,PTC V
4138,2021-08-18 23:07:47,1226919,CAR,2,4112,PCEA652A8,2A8,PTP V
4139,2021-08-05 06:14:16,2452666,CAR,2,4398,PCE60D320,320,PTC V
4140,2021-08-02 06:50:01,3170159,CAR,2,4703,PC395ADCB,DCB,PTP V
4141,2021-08-10 13:04:24,737545,CAR,2,4466,PC6E93A05,A05,PTE V
4142,2021-08-11 06:27:04,4106788,CAR,2,4009,PCF984421,421,PTE V
4143,2021-08-14 02:27:40,4096153,TRUCK,4,4699,PC2C1B987,987,PTC V
4144,2021-07-31 07:16:59,3495118,CAR,2,4698,PC8BCEB19,B19,PTP V
4145,2021-08-07 21:05:05,2829331,TRUCK,4,4509,PCA2E8463,463,PTE V
4146,2021-08-17 14:39:34,5126801,CAR,2,4092,PC40C2E00,E00,PTP V
4147,2021-08-01 12:56:48,1670227,TRUCK,4,4367,PC8D90EF0,EF0,PTC V
4148,2021-08-06 20:41:29,2396827,TRUCK,4,4528,PC1269226,226,PTC V
4149,2021-08-02 16:14:01,6885925,CAR,2,4570,PCAE45EC0,EC0,PTP V
4150,2021-07-29 19:21:44,8171650,CAR,2,4540,PC5CAF0A7,0A7,PTP V
4151,2021-08-07 13:36:58,6397302,TRUCK,4,4351,PC4E572D8,2D8,PTP V
4152,2021-08-10 08:05:06,7879701,CAR,2,4439,PC845CEA6,EA6,PTE V
4153,2021-08-19 14:34:16,6687423,TRUCK,4,4795,PC7EE2DCF,DCF,PTE V
4154,2021-08-10 02:53:52,2374602,CAR,2,4908,PC3D16FC5,FC5,PTP V
4155,2021-08-10 00:52:11,9240898,CAR,2,4342,PCE7F2748,748,PTC V
4156,2021-08-14 15:37:01,4915341,TRUCK,4,4613,PCEBBFFB5,FB5,PTE V
4157,2021-07-31 21:05:41,7802822,TRUCK,4,4099,PC97F19B1,9B1,PTP V
4158,2021-08-01 23:19:03,3350776,CAR,2,4840,PC49BFB36,B36,PTC V
4159,2021-08-20 07:42:56,2690877,CAR,2,4676,PC9798721,721,PTC V
4160,2021-08-15 10:06:16,4344244,TRUCK,4,4749,PC65C93B7,3B7,PTP V
4161,2021-08-15 09:56:17,9602730,CAR,2,4324,PC9C3D708,708,PTP V
4162,2021-08-02 08:19:34,3787321,TRUCK,4,4897,PCAB2FA02,A02,PTE V
4163,2021-08-19 03:39:55,7953553,VAN,2,4554,PC23BA77A,77A,PTE V
4164,2021-08-03 15:23:04,6734398,CAR,2,4055,PCA06B2F1,2F1,PTC V
4165,2021-08-08 11:25:06,7619886,TRUCK,4,4928,PC16E79D4,9D4,PTE V
4166,2021-07-29 12:26:09,296479,CAR,2,4487,PCA92F2BD,2BD,PTP V
4167,2021-08-18 10:11:26,7182157,TRUCK,4,4611,PC2EBEAB9,AB9,PTE V
4168,2021-08-21 14:07:31,7435142,TRUCK,4,4408,PC3B3BE8F,E8F,PTC V
4169,2021-08-19 18:00:30,2553581,CAR,2,4988,PC46BE0B2,0B2,PTP V
4170,2021-08-15 21:33:15,7371035,TRUCK,4,4035,PC1B1D964,964,PTE V
4171,2021-08-05 15:38:44,7839393,CAR,2,4849,PCF764517,517,PTP V
4172,2021-08-14 07:21:02,7212211,TRUCK,4,4309,PC5E92F61,F61,PTC V
4173,2021-08-01 05:51:18,3396199,TRUCK,4,4751,PCD33B3C9,3C9,PTE V
4174,2021-08-02 01:28:37,2893284,CAR,2,4103,PC2B868A9,8A9,PTE V
4175,2021-08-03 15:54:49,3536604,CAR,2,4155,PC9042B3F,B3F,PTP V
4176,2021-08-05 16:42:57,3095440,CAR,2,4142,PC7ACFF7C,F7C,PTC V
4177,2021-08-12 19:42:57,6435122,TRUCK,4,4157,PC7305E43,E43,PTC V
4178,2021-08-16 13:40:23,9950800,CAR,2,4533,PC8DA1D3B,D3B,PTE V
4179,2021-08-02 05:10:21,3931087,CAR,2,4011,PC680DEC6,EC6,PTE V
4180,2021-08-21 22:37:16,1484590,CAR,2,4551,PCCA5979C,79C,PTP V
4181,2021-08-07 10:06:48,8669883,CAR,2,4645,PC14FBE4A,E4A,PTE V
4182,2021-08-04 13:53:54,2891711,CAR,2,4739,PC07289CF,9CF,PTC V
4183,2021-08-05 09:14:01,6614238,CAR,2,4275,PC1DA31F7,1F7,PTC V
4184,2021-08-05 03:03:56,5575543,TRUCK,4,4113,PC78D4122,122,PTC V
4185,2021-08-02 20:38:35,2690786,CAR,2,4289,PCF621E92,E92,PTE V
4186,2021-08-09 09:46:58,2859170,CAR,2,4180,PC250A90D,90D,PTP V
4187,2021-07-29 21:47:03,2902257,CAR,2,4689,PC89C35AD,5AD,PTC V
4188,2021-07-31 14:28:01,4347158,CAR,2,4450,PC0B2B03E,03E,PTC V
4189,2021-08-13 16:46:35,7597008,VAN,2,4893,PC3743587,587,PTC V
4190,2021-08-02 12:19:43,3691285,CAR,2,4096,PCFA4F864,864,PTE V
4191,2021-08-14 03:08:32,3014238,CAR,2,4699,PC2C1B987,987,PTP V
4192,2021-08-14 09:50:56,3775847,CAR,2,4092,PC40C2E00,E00,PTC V
4193,2021-08-05 22:00:43,4969966,VAN,2,4982,PC384779E,79E,PTC V
4194,2021-08-09 07:00:25,6561929,TRUCK,4,4896,PCA322CBE,CBE,PTP V
4195,2021-08-17 16:54:49,2734855,CAR,2,4900,PCFE8B604,604,PTP V
4196,2021-08-14 16:12:31,6570343,CAR,2,4087,PC2C1DA2A,A2A,PTC V
4197,2021-08-12 09:14:42,3643916,CAR,2,4592,PC627AA14,A14,PTP V
4198,2021-08-03 23:23:27,7919446,TRUCK,4,4794,PC4E1366E,66E,PTP V
4199,2021-08-11 21:41:58,7463803,CAR,2,4360,PC084F676,676,PTP V
4200,2021-08-16 03:47:21,7683600,CAR,2,4847,PCD546332,332,PTP V
4201,2021-08-06 16:47:26,2091574,CAR,2,4593,PC3863F6A,F6A,PTE V
4202,2021-08-10 03:01:23,2300720,CAR,2,4497,PC76FDDEA,DEA,PTP V
4203,2021-08-22 10:16:10,3883986,CAR,2,4600,PCB99E8F9,8F9,PTE V
4204,2021-08-18 17:28:13,7262712,CAR,2,4028,PCE75C5C8,5C8,PTE V
4205,2021-08-18 00:18:38,7869275,TRUCK,4,4854,PCB6F1968,968,PTC V
4206,2021-08-07 23:16:01,4863173,VAN,2,4994,PC09C5F59,F59,PTE V
4207,2021-08-08 18:01:23,3820682,TRUCK,4,4942,PCD51A740,740,PTP V
4208,2021-08-08 18:34:17,6178165,CAR,2,4265,PC5B2AFFA,FFA,PTC V
4209,2021-08-02 12:59:11,9900378,CAR,2,4802,PCBDD55F1,5F1,PTC V
4210,2021-08-04 09:10:22,1855539,CAR,2,4688,PCCB4C86D,86D,PTC V
4211,2021-08-10 03:57:30,5282375,TRUCK,4,4971,PC0BD172F,72F,PTE V
4212,2021-08-04 05:30:57,5967635,CAR,2,4355,PC0EF761B,61B,PTP V
4213,2021-08-21 21:24:36,6480560,CAR,2,4034,PCFC754C7,4C7,PTC V
4214,2021-08-21 03:21:57,3064147,CAR,2,4716,PCFCB0018,018,PTC V
4215,2021-07-31 22:39:00,1043055,TRUCK,4,4798,PC17F8052,052,PTC V
4216,2021-08-14 05:15:33,2043204,CAR,2,4497,PC76FDDEA,DEA,PTP V
4217,2021-08-12 09:08:08,1368613,TRUCK,4,4471,PC7E4F42A,42A,PTP V
4218,2021-08-05 11:54:18,2231643,TRUCK,4,4037,PC0A50259,259,PTC V
4219,2021-08-16 00:16:06,1550828,TRUCK,4,4314,PC7E9E8F3,8F3,PTE V
4220,2021-08-09 15:06:19,2901364,CAR,2,4757,PC126524C,24C,PTE V
4221,2021-07-31 14:43:54,7910366,CAR,2,4427,PCD70DDDF,DDF,PTC V
4222,2021-08-07 16:46:16,6163495,CAR,2,4188,PCDB12C82,C82,PTE V
4223,2021-08-19 12:28:15,4930585,VAN,2,4771,PC71FE98A,98A,PTP V
4224,2021-08-03 12:04:02,8377719,CAR,2,4211,PC0AB9251,251,PTC V
4225,2021-08-11 20:24:37,491167,CAR,2,4889,PC3547FAD,FAD,PTE V
4226,2021-08-10 02:56:41,3943241,CAR,2,4397,PCB070250,250,PTP V
4227,2021-08-06 11:00:27,3399632,CAR,2,4880,PC5A27CDE,CDE,PTP V
4228,2021-07-29 15:18:31,5792465,CAR,2,4853,PC214FB8E,B8E,PTE V
4229,2021-08-13 07:47:02,808662,TRUCK,4,4991,PC5B5C16D,16D,PTE V
4230,2021-08-10 07:43:45,8181828,CAR,2,4540,PC5CAF0A7,0A7,PTP V
4231,2021-08-11 08:39:31,3208148,CAR,2,4840,PC49BFB36,B36,PTE V
4232,2021-08-21 00:38:08,299542,CAR,2,4194,PC96AD1EB,1EB,PTE V
4233,2021-07-29 18:12:41,6164639,CAR,2,4178,PC8417B09,B09,PTP V
4234,2021-08-01 12:13:17,4533760,CAR,2,4268,PC6CC51DA,1DA,PTP V
4235,2021-08-14 07:49:08,8489730,TRUCK,4,4901,PCE32D2F9,2F9,PTP V
4236,2021-08-12 06:37:53,7729987,TRUCK,4,4074,PCCAFD014,014,PTC V
4237,2021-08-09 16:55:11,9216942,CAR,2,4376,PCA283923,923,PTE V
4238,2021-07-30 09:28:27,9576643,CAR,2,4023,PC77793DF,3DF,PTC V
4239,2021-08-14 12:15:57,626817,CAR,2,4844,PCC48E3A8,3A8,PTE V
4240,2021-08-18 09:49:41,9681949,TRUCK,4,4161,PCF8F6133,133,PTE V
4241,2021-08-02 18:29:21,9226682,CAR,2,4455,PC15C75C0,5C0,PTP V
4242,2021-08-01 22:58:56,7622961,CAR,2,4315,PC6E0962A,62A,PTC V
4243,2021-08-10 03:05:04,5978972,CAR,2,4156,PC6BCA05F,05F,PTE V
4244,2021-08-15 03:03:43,7423799,CAR,2,4537,PC10C700F,00F,PTP V
4245,2021-08-06 04:55:15,1625904,CAR,2,4062,PCDA37101,101,PTP V
4246,2021-07-29 12:54:21,111709,VAN,2,4683,PC96978C6,8C6,PTC V
4247,2021-08-17 15:59:15,6692196,TRUCK,4,4889,PC3547FAD,FAD,PTC V
4248,2021-08-01 02:31:39,6643458,CAR,2,4366,PC09D71DF,1DF,PTP V
4249,2021-08-15 17:27:59,2143122,CAR,2,4965,PCA0BAE0F,E0F,PTC V
4250,2021-08-13 13:51:10,5085305,CAR,2,4362,PC670999C,99C,PTE V
4251,2021-08-09 08:42:21,1328579,CAR,2,4141,PC13CB69B,69B,PTC V
4252,2021-08-05 06:14:47,9733915,VAN,2,4689,PC89C35AD,5AD,PTC V
4253,2021-08-20 15:47:57,2157672,TRUCK,4,4152,PCF6F4CA1,CA1,PTE V
4254,2021-08-02 13:09:40,6819341,VAN,2,4625,PC186BCA8,CA8,PTC V
4255,2021-08-13 15:00:54,4237463,CAR,2,4660,PCB86D2E1,2E1,PTE V
4256,2021-08-07 19:47:39,9378341,CAR,2,4043,PC134F258,258,PTC V
4257,2021-08-18 15:53:02,2462239,TRUCK,4,4108,PC7C55512,512,PTE V
4258,2021-08-12 09:04:40,3727586,CAR,2,4733,PC797AEBF,EBF,PTC V
4259,2021-08-06 22:22:12,40675,CAR,2,4971,PC0BD172F,72F,PTE V
4260,2021-08-09 03:48:03,9105829,CAR,2,4582,PC98750ED,0ED,PTP V
4261,2021-08-05 21:05:17,224040,CAR,2,4955,PCE36723C,23C,PTE V
4262,2021-07-29 11:31:56,2133594,CAR,2,4829,PCEC030F2,0F2,PTE V
4263,2021-08-19 22:16:00,4040363,CAR,2,4671,PCCAAFB48,B48,PTP V
4264,2021-08-19 18:27:14,2382902,TRUCK,4,4888,PC46C55B4,5B4,PTC V
4265,2021-08-08 21:56:15,1006005,CAR,2,4071,PCDBBCB68,B68,PTC V
4266,2021-08-17 12:05:32,8848621,CAR,2,4644,PC411FDC0,DC0,PTC V
4267,2021-08-01 22:13:08,3607983,CAR,2,4291,PCD411AEF,AEF,PTE V
4268,2021-08-04 19:42:54,204065,CAR,2,4627,PCA965149,149,PTP V
4269,2021-08-16 02:31:28,2734116,CAR,2,4630,PCA26D872,872,PTE V
4270,2021-07-31 08:42:07,5406039,CAR,2,4962,PCF858E11,E11,PTP V
4271,2021-07-31 15:57:40,6945648,CAR,2,4010,PC3A7AACB,ACB,PTE V
4272,2021-08-14 01:54:05,7640615,CAR,2,4689,PC89C35AD,5AD,PTC V
4273,2021-08-04 13:20:05,5644328,CAR,2,4627,PCA965149,149,PTE V
4274,2021-08-08 12:11:59,8276187,CAR,2,4166,PCE450C55,C55,PTE V
4275,2021-08-13 07:41:47,9613840,CAR,2,4297,PCDE89544,544,PTP V
4276,2021-08-04 06:45:14,625275,CAR,2,4864,PC259547F,47F,PTE V
4277,2021-08-11 12:01:55,1510805,TRUCK,4,4655,PCF9CAB22,B22,PTE V
4278,2021-07-29 14:15:59,4012002,CAR,2,4213,PCDD316EB,6EB,PTP V
4279,2021-08-15 23:31:05,6955731,VAN,2,4034,PCFC754C7,4C7,PTC V
4280,2021-08-09 06:24:28,5629077,CAR,2,4419,PC99BB7A3,7A3,PTC V
4281,2021-08-07 11:01:55,7833715,CAR,2,4368,PC909A324,324,PTC V
4282,2021-08-06 16:38:32,8654271,TRUCK,4,4817,PCFF02057,057,PTE V
4283,2021-08-07 11:53:46,5933591,CAR,2,4964,PC52C0F45,F45,PTE V
4284,2021-08-21 07:21:19,1025123,CAR,2,4153,PC88C655C,55C,PTP V
4285,2021-08-11 19:48:32,4578447,CAR,2,4469,PC120EEFD,EFD,PTP V
4286,2021-08-11 15:50:46,8546243,CAR,2,4646,PC3F8C42B,42B,PTC V
4287,2021-08-01 01:37:55,8821395,TRUCK,4,4862,PC3BDDA71,A71,PTC V
4288,2021-08-11 14:32:08,4092327,TRUCK,4,4518,PCC7B407A,07A,PTE V
4289,2021-08-12 07:15:54,7855227,CAR,2,4740,PC04EDDB4,DB4,PTE V
4290,2021-08-17 04:09:04,3244346,CAR,2,4036,PCE6CC50C,50C,PTP V
4291,2021-08-11 18:48:43,7370271,TRUCK,4,4673,PC66E7418,418,PTC V
4292,2021-08-04 04:38:14,9936154,TRUCK,4,4462,PCE29AA1A,A1A,PTE V
4293,2021-07-30 17:35:30,6857007,CAR,2,4537,PC10C700F,00F,PTP V
4294,2021-07-30 20:44:36,2091345,CAR,2,4530,PCA33A9A8,9A8,PTC V
4295,2021-08-20 03:50:09,6857171,VAN,2,4903,PCC3BCE65,E65,PTC V
4296,2021-08-03 23:57:53,6411824,CAR,2,4831,PC0EC3E54,E54,PTC V
4297,2021-08-02 05:52:53,7737022,CAR,2,4177,PC9194382,382,PTE V
4298,2021-08-05 00:50:34,3758275,CAR,2,4942,PCD51A740,740,PTE V
4299,2021-07-31 03:27:02,5049961,CAR,2,4918,PC8F8E598,598,PTP V
4300,2021-08-14 12:12:51,85385,CAR,2,4743,PCE6EEF2E,F2E,PTC V
4301,2021-08-17 08:56:12,5444685,CAR,2,4247,PCEE69498,498,PTE V
4302,2021-08-16 05:18:25,9164362,TRUCK,4,4047,PC6D105CF,5CF,PTC V
4303,2021-08-21 18:51:37,5288908,CAR,2,4527,PC59A0CB2,CB2,PTE V
4304,2021-08-10 17:20:25,9096289,CAR,2,4790,PC2387B02,B02,PTP V
4305,2021-08-05 18:12:29,3384837,TRUCK,4,4416,PC546F252,252,PTE V
4306,2021-08-03 10:19:25,3037001,VAN,2,4776,PC6906524,524,PTE V
4307,2021-08-05 15:20:57,8510814,CAR,2,4046,PCAC345FD,5FD,PTC V
4308,2021-08-11 19:16:12,3580287,TRUCK,4,4302,PCBA83119,119,PTE V
4309,2021-08-09 16:00:07,4444834,CAR,2,4317,PC0DC6CAB,CAB,PTP V
4310,2021-08-04 09:32:48,4975957,CAR,2,4626,PC93E7766,766,PTC V
4311,2021-08-21 23:59:47,6472867,CAR,2,4402,PC85224D1,4D1,PTC V
4312,2021-08-10 09:21:35,330159,TRUCK,4,4764,PCF6B0D12,D12,PTE V
4313,2021-08-05 00:57:07,9750786,CAR,2,4881,PCDE20E6F,E6F,PTE V
4314,2021-08-19 16:26:34,3986729,CAR,2,4017,PCC090C3A,C3A,PTE V
4315,2021-08-21 03:15:01,3397050,CAR,2,4364,PCB33ACE8,CE8,PTC V
4316,2021-07-29 18:00:08,6691963,CAR,2,4918,PC8F8E598,598,PTP V
4317,2021-08-18 08:16:39,2083704,CAR,2,4332,PC3B258E9,8E9,PTC V
4318,2021-08-12 08:01:20,1763933,CAR,2,4420,PCFDB2950,950,PTP V
4319,2021-08-11 11:16:43,7735856,CAR,2,4489,PCEFF6088,088,PTP V
4320,2021-08-13 19:31:24,6035290,CAR,2,4327,PC16F59EC,9EC,PTP V
4321,2021-08-17 23:36:39,887363,CAR,2,4054,PC7E79FA0,FA0,PTP V
4322,2021-08-19 08:41:53,9243073,CAR,2,4141,PC13CB69B,69B,PTP V
4323,2021-08-09 21:29:50,7148320,TRUCK,4,5006,PC7A260F1,0F1,PTC V
4324,2021-08-11 02:10:15,1877269,CAR,2,4422,PCF514246,246,PTP V
4325,2021-08-01 11:24:35,7538365,TRUCK,4,4088,PC14008D5,8D5,PTE V
4326,2021-08-10 12:52:21,5388742,CAR,2,4567,PC2C5C1F3,1F3,PTP V
4327,2021-08-05 13:24:56,6002035,CAR,2,4049,PC4779D38,D38,PTC V
4328,2021-08-21 05:13:23,1380186,CAR,2,4420,PCFDB2950,950,PTC V
4329,2021-07-31 16:19:33,6797358,CAR,2,4078,PC8473A64,A64,PTP V
4330,2021-07-31 18:41:15,6462061,CAR,2,4853,PC214FB8E,B8E,PTC V
4331,2021-08-01 21:03:58,6671639,CAR,2,4441,PC472C08E,08E,PTC V
4332,2021-08-08 10:13:02,497723,CAR,2,4617,PC7758F89,F89,PTP V
4333,2021-08-12 22:27:59,4262085,CAR,2,4172,PC1A43FB7,FB7,PTP V
4334,2021-08-13 06:47:42,2691054,CAR,2,4613,PCEBBFFB5,FB5,PTP V
4335,2021-08-09 02:14:40,4291819,CAR,2,4820,PCC30C735,735,PTC V
4336,2021-08-03 11:28:52,1548945,CAR,2,4164,PC578D797,797,PTP V
4337,2021-08-06 08:33:56,2479246,CAR,2,4968,PC251D4C1,4C1,PTE V
4338,2021-08-18 18:53:19,4556449,TRUCK,4,4485,PC99A12E9,2E9,PTC V
4339,2021-08-11 21:57:56,2703820,CAR,2,4846,PCBABD060,060,PTE V
4340,2021-07-29 11:37:24,985720,CAR,2,4728,PC07BF95F,95F,PTC V
4341,2021-08-03 12:36:42,8525698,TRUCK,4,4190,PCDFC1E11,E11,PTC V
4342,2021-08-06 17:23:16,2847139,CAR,2,4983,PCC3E4ADA,ADA,PTP V
4343,2021-07-31 18:50:37,1162024,VAN,2,4793,PCD8E3CCB,CCB,PTC V
4344,2021-08-07 08:10:09,5477098,VAN,2,4762,PC1A3D20B,20B,PTC V
4345,2021-08-03 13:16:47,2891846,TRUCK,4,4436,PC0CF9451,451,PTE V
4346,2021-08-03 16:09:56,3759654,CAR,2,4453,PC5EC8DF5,DF5,PTE V
4347,2021-08-08 14:27:51,1342060,CAR,2,4787,PC1BDA119,119,PTC V
4348,2021-07-31 10:10:50,6682109,TRUCK,4,4015,PC524833E,33E,PTP V
4349,2021-08-04 10:22:34,299749,CAR,2,4090,PC1EE951B,51B,PTP V
4350,2021-08-07 00:54:54,57990,CAR,2,4267,PCE51C5C7,5C7,PTC V
4351,2021-08-04 16:50:20,2219949,CAR,2,4636,PCDECFC74,C74,PTP V
4352,2021-08-05 22:40:16,7016524,CAR,2,4941,PCA6403C1,3C1,PTE V
4353,2021-08-13 21:02:36,6490359,CAR,2,4084,PC71D433F,33F,PTC V
4354,2021-08-01 15:27:53,3528707,CAR,2,4310,PCC08F8BB,8BB,PTC V
4355,2021-08-06 21:28:51,8980526,CAR,2,4664,PC52D063A,63A,PTP V
4356,2021-08-04 07:33:03,3636811,TRUCK,4,4381,PC9DD9DCD,DCD,PTC V
4357,2021-07-30 03:24:43,6795471,CAR,2,4366,PC09D71DF,1DF,PTE V
4358,2021-08-19 20:12:40,8534907,CAR,2,4008,PC5680D80,D80,PTP V
4359,2021-08-02 03:02:35,5738014,CAR,2,4114,PC4CD2B81,B81,PTE V
